par_cz,kid_race,par_pctile,shrunk_xkid_vscore2020,cz_name
22601,Black,50,632.8806199460917,Green Bay
22601,Black,75,657.7914285714286,Green Bay
22601,White,50,716.923354037267,Green Bay
22601,Pooled,50,711.6800575777411,Green Bay
22601,Hispanic,25,646.7341176470588,Green Bay
22601,AIAN,50,632.519298245614,Green Bay
22601,Pooled,-9,720.319634086444,Green Bay
22601,Pooled,75,738.5969325153375,Green Bay
22602,Hispanic,25,631.0666666666667,Shawano
22602,Black,75,640.9,Shawano
22602,Asian,25,694.9,Shawano
22602,AIAN,75,643.58,Shawano
22602,Hispanic,75,680.9333333333333,Shawano
22602,Asian,75,709.7,Shawano
22602,AIAN,50,618.9048936170213,Shawano
22602,Black,25,613,Shawano
22602,White,50,712.6004790016052,Shawano
22602,White,75,737.0308943089431,Shawano
22602,Pooled,25,674.0645669291339,Shawano
22602,Pooled,-9,702.8205063291139,Shawano
22602,Asian,50,702.3,Shawano
22602,AIAN,25,594.2297872340425,Shawano
22602,Black,50,626.95,Shawano
22602,Black,-9,626.95,Shawano
22602,Asian,-9,702.3,Shawano
22602,White,-9,714.5677891654466,Shawano
22602,AIAN,-9,608.9611940298507,Shawano
22602,Hispanic,50,656,Shawano
22602,Pooled,75,729.6078239608802,Shawano
22602,White,25,688.1700636942675,Shawano
22602,Pooled,50,701.836195445007,Shawano
22602,Hispanic,-9,656,Shawano
22700,Pooled,-9,720.0523961971285,Wausau
22700,White,-9,722.8645360824743,Wausau
22700,Hispanic,75,688.8407894736843,Wausau
22700,Hispanic,50,664.8342105263158,Wausau
22700,Hispanic,25,640.8276315789474,Wausau
22700,AIAN,-9,639.2916666666666,Wausau
22700,Asian,-9,703.3146428571429,Wausau
22700,Black,50,639.49,Wausau
22700,Black,-9,639.49,Wausau
22700,White,75,740.4234726688103,Wausau
22700,Hispanic,-9,664.8342105263158,Wausau
22700,AIAN,25,611.45,Wausau
22700,AIAN,75,667.1333333333333,Wausau
22700,Asian,25,697.5796703296703,Wausau
22700,Asian,75,713.965306122449,Wausau
22700,Black,25,610.12,Wausau
22700,AIAN,50,639.2916666666667,Wausau
22700,Pooled,75,738.4343258253625,Wausau
22700,White,50,715.9519662194626,Wausau
22700,Asian,50,705.7724882260596,Wausau
22700,Pooled,25,688.9097752221642,Wausau
22700,Black,75,668.86,Wausau
22700,White,25,691.480459770115,Wausau
22700,Pooled,50,713.6720505237633,Wausau
22800,Asian,50,707.7356421356421,Eau Claire
22800,Asian,75,718.0844155844156,Eau Claire
22800,Black,25,622.7588235294118,Eau Claire
22800,Hispanic,75,689.7650793650794,Eau Claire
22800,Black,50,650.0647058823529,Eau Claire
22800,Asian,25,697.3868686868686,Eau Claire
22800,AIAN,-9,644.2409090909091,Eau Claire
22800,Asian,-9,706.4420454545455,Eau Claire
22800,Black,75,677.3705882352941,Eau Claire
22800,Pooled,75,738.8959210818,Eau Claire
22800,AIAN,50,644.2409090909091,Eau Claire
22800,AIAN,75,668.9939393939394,Eau Claire
22800,Hispanic,-9,674.7753968253968,Eau Claire
22800,Pooled,-9,718.1969400874261,Eau Claire
22800,White,75,741.0093866171004,Eau Claire
22800,White,25,691.4916392363397,Eau Claire
22800,AIAN,25,619.4878787878788,Eau Claire
22800,Pooled,50,714.2560872626631,Eau Claire
22800,Hispanic,50,674.7753968253969,Eau Claire
22800,Hispanic,25,659.7857142857143,Eau Claire
22800,White,-9,720.519749387088,Eau Claire
22800,White,50,716.25051292672,Eau Claire
22800,Pooled,25,689.6162534435261,Eau Claire
22800,Black,-9,650.064705882353,Eau Claire
22900,White,25,685.7378504672897,La Crosse
22900,AIAN,75,642.0333333333333,La Crosse
22900,White,75,737.2264066496164,La Crosse
22900,AIAN,50,625.3333333333333,La Crosse
22900,Black,75,666.6022222222222,La Crosse
22900,Asian,25,696.05,La Crosse
22900,AIAN,25,608.6333333333333,La Crosse
22900,Hispanic,50,666.7152218782251,La Crosse
22900,Asian,75,718.8828571428571,La Crosse
22900,White,50,711.482128558453,La Crosse
22900,Pooled,-9,712.9574061074061,La Crosse
22900,Pooled,25,682.9473529411765,La Crosse
22900,Hispanic,25,642.3578947368421,La Crosse
22900,Hispanic,75,691.0725490196079,La Crosse
22900,Hispanic,-9,665.362037037037,La Crosse
22900,White,-9,716.3104024297646,La Crosse
22900,Black,-9,638.6260869565217,La Crosse
22900,Black,25,611.8404255319149,La Crosse
22900,Black,50,639.2213238770685,La Crosse
22900,Pooled,50,708.7154787611247,La Crosse
22900,Asian,-9,704.8318681318681,La Crosse
22900,AIAN,-9,625.3333333333334,La Crosse
22900,Pooled,75,734.4836045810729,La Crosse
22900,Asian,50,707.4664285714285,La Crosse
23000,Pooled,75,742.747212741752,Monroe
23000,Asian,25,713.05,Monroe
23000,Asian,-9,719.55,Monroe
23000,Hispanic,75,689.85,Monroe
23000,Hispanic,25,657.2,Monroe
23000,Asian,50,719.55,Monroe
23000,Hispanic,-9,673.525,Monroe
23000,Black,25,609,Monroe
23000,White,75,744.4453364817001,Monroe
23000,White,50,722.9189917702618,Monroe
23000,Black,-9,647.225,Monroe
23000,White,-9,725.2732154551408,Monroe
23000,Asian,75,726.05,Monroe
23000,White,25,701.3926470588235,Monroe
23000,Black,75,685.45,Monroe
23000,Pooled,-9,723.3899434318039,Monroe
23000,Black,50,647.225,Monroe
23000,Pooled,50,721.1198142360445,Monroe
23000,Hispanic,50,673.5250000000001,Monroe
23000,Pooled,25,699.492415730337,Monroe
23100,Black,-9,609.2256603773585,Madison
23100,Hispanic,50,672.940499084249,Madison
23100,Black,50,621.7969320776256,Madison
23100,Asian,25,718.9108108108109,Madison
23100,Black,75,649.7917808219178,Madison
23100,AIAN,75,659.9793103448276,Madison
23100,Hispanic,25,648.9761904761905,Madison
23100,White,25,688.2978711790392,Madison
23100,White,50,713.6271505175772,Madison
23100,AIAN,25,613.1793103448276,Madison
23100,Pooled,75,736.2794711792702,Madison
23100,Asian,75,731.8227272727273,Madison
23100,Hispanic,75,696.9048076923077,Madison
23100,Pooled,50,707.532001655024,Madison
23100,Hispanic,-9,672.8258373205741,Madison
23100,White,-9,724.1783280254778,Madison
23100,Asian,-9,725.9246913580247,Madison
23100,Pooled,-9,717.9216558675306,Madison
23100,White,75,738.9564298561152,Madison
23100,Black,25,593.8020833333334,Madison
23100,AIAN,50,636.5793103448276,Madison
23100,AIAN,-9,636.5793103448276,Madison
23100,Pooled,25,678.7845321307778,Madison
23100,Asian,50,725.3667690417691,Madison
23200,AIAN,50,621.85,Dubuque
23200,Pooled,25,704.9443162146566,Dubuque
23200,Hispanic,75,717.0818181818182,Dubuque
23200,Asian,50,719.1,Dubuque
23200,Asian,75,719.5,Dubuque
23200,Pooled,-9,731.4529557761733,Dubuque
23200,AIAN,75,662.6,Dubuque
23200,AIAN,25,581.1,Dubuque
23200,White,-9,733.5635343618513,Dubuque
23200,Black,25,612.2647058823529,Dubuque
23200,Hispanic,50,690.2045454545455,Dubuque
23200,Black,50,630.0441176470588,Dubuque
23200,Black,75,647.8235294117648,Dubuque
23200,Pooled,50,726.7090977145903,Dubuque
23200,AIAN,-9,621.85,Dubuque
23200,Hispanic,25,663.3272727272728,Dubuque
23200,Asian,-9,719.1,Dubuque
23200,White,25,707.5333333333333,Dubuque
23200,Black,-9,630.0441176470588,Dubuque
23200,Pooled,75,748.4738792145239,Dubuque
23200,White,50,728.7684973302822,Dubuque
23200,White,75,750.0036613272312,Dubuque
23200,Asian,25,718.7,Dubuque
23200,Hispanic,-9,690.2045454545455,Dubuque
23301,Pooled,50,681.2815142156596,Charleston
23301,White,25,648.5073308270677,Charleston
23301,Asian,25,747.6,Charleston
23301,Black,50,632.838888888889,Charleston
23301,Pooled,-9,683.0972757753563,Charleston
23301,Black,25,612.5555555555555,Charleston
23301,Hispanic,75,677.1891891891892,Charleston
23301,Hispanic,-9,660.1635135135135,Charleston
23301,Asian,75,759.7,Charleston
23301,White,75,715.857525083612,Charleston
23301,Pooled,25,648.460248447205,Charleston
23301,Hispanic,25,643.1378378378379,Charleston
23301,Asian,50,753.6500000000001,Charleston
23301,Black,-9,632.8388888888888,Charleston
23301,Asian,-9,753.65,Charleston
23301,White,-9,684.1492920353983,Charleston
23301,Black,75,653.1222222222223,Charleston
23301,White,50,682.1824279553398,Charleston
23301,Hispanic,50,660.1635135135135,Charleston
23301,Pooled,75,714.1027799841144,Charleston
23302,Hispanic,25,657.8,Douglas
23302,Pooled,75,729.4625360230548,Douglas
23302,White,25,665.3425986842105,Douglas
23302,Hispanic,-9,676.8125,Douglas
23302,Hispanic,75,695.825,Douglas
23302,Pooled,25,664.41421875,Douglas
23302,Asian,50,734.4000000000001,Douglas
23302,White,75,731.2045317220544,Douglas
23302,Black,-9,639.7166666666667,Douglas
23302,Black,25,604.9333333333333,Douglas
23302,Black,50,639.7166666666667,Douglas
23302,Black,75,674.5,Douglas
23302,Asian,75,740.6,Douglas
23302,White,-9,699.6737795275591,Douglas
23302,White,50,698.2735652031324,Douglas
23302,Pooled,50,696.9383773865275,Douglas
23302,Pooled,-9,698.2549475262368,Douglas
23302,Asian,-9,734.4,Douglas
23302,Asian,25,728.2,Douglas
23302,Hispanic,50,676.8125,Douglas
23400,Pooled,75,718.8524675324676,Bloomington
23400,White,50,690.3328077724736,Bloomington
23400,Black,25,594.3666666666667,Bloomington
23400,Asian,25,733.025,Bloomington
23400,Hispanic,25,644.2645569620253,Bloomington
23400,Asian,75,750.3428571428572,Bloomington
23400,AIAN,-9,664.35,Bloomington
23400,Asian,-9,744.0454545454545,Bloomington
23400,White,75,722.2943925233645,Bloomington
23400,Hispanic,-9,662.895394736842,Bloomington
23400,AIAN,25,636,Bloomington
23400,Black,75,634.193220338983,Bloomington
23400,Asian,50,741.6839285714286,Bloomington
23400,Black,-9,610.7986013986014,Bloomington
23400,Hispanic,50,663.6610456043003,Bloomington
23400,Pooled,50,685.7325247620597,Bloomington
23400,Hispanic,75,683.0575342465753,Bloomington
23400,Pooled,25,652.6125819916517,Bloomington
23400,Black,50,614.2799435028248,Bloomington
23400,White,-9,702.9784782608696,Bloomington
23400,White,25,658.3712230215828,Bloomington
23400,Pooled,-9,697.2491443018281,Bloomington
23400,AIAN,50,664.35,Bloomington
23400,AIAN,75,692.7,Bloomington
23500,Pooled,-9,688.0576322724509,Decatur
23500,Black,75,631.3214285714286,Decatur
23500,Hispanic,50,666.8413263785395,Decatur
23500,AIAN,-9,643.675,Decatur
23500,White,75,722.1122222222223,Decatur
23500,White,-9,699.8432957543776,Decatur
23500,Asian,-9,739.9738636363636,Decatur
23500,Black,25,584.5543062200957,Decatur
23500,Pooled,25,644.0378201908588,Decatur
23500,Asian,25,730.6428571428571,Decatur
23500,AIAN,25,618.6,Decatur
23500,Hispanic,-9,665.8181034482759,Decatur
23500,Pooled,50,680.9429413666735,Decatur
23500,Black,-9,595.3863970588235,Decatur
23500,Black,50,607.9378673957622,Decatur
23500,White,25,658.9133424098026,Decatur
23500,Asian,50,738.3893530997304,Decatur
23500,Hispanic,75,686.6236363636364,Decatur
23500,AIAN,75,668.75,Decatur
23500,Pooled,75,717.8480625424882,Decatur
23500,White,50,690.5127823160124,Decatur
23500,Hispanic,25,647.0590163934427,Decatur
23500,Asian,75,746.1358490566038,Decatur
23500,AIAN,50,643.675,Decatur
23600,White,25,660.4695770804911,Burlington
23600,Black,50,614.099605734767,Burlington
23600,White,75,722.4352589641434,Burlington
23600,AIAN,25,599.7,Burlington
23600,Black,75,635.3903225806451,Burlington
23600,Asian,25,704.05,Burlington
23600,Hispanic,25,636.535294117647,Burlington
23600,Hispanic,50,659.6288715486194,Burlington
23600,Hispanic,-9,659.167,Burlington
23600,Asian,75,723.3,Burlington
23600,AIAN,75,659.1,Burlington
23600,White,-9,696.2862406447898,Burlington
23600,Asian,-9,713.675,Burlington
23600,Pooled,-9,693.5480428954423,Burlington
23600,AIAN,50,629.4000000000001,Burlington
23600,Hispanic,75,682.7224489795918,Burlington
23600,Asian,50,713.675,Burlington
23600,AIAN,-9,629.4,Burlington
23600,Pooled,75,720.0276785714285,Burlington
23600,White,50,691.4524180223173,Burlington
23600,Black,-9,610.1776315789474,Burlington
23600,Pooled,50,689.2008867264134,Burlington
23600,Black,25,592.8088888888889,Burlington
23600,Pooled,25,658.3740948813983,Burlington
23700,Hispanic,50,664.9427035330261,Galesburg
23700,White,75,717.4952095808384,Galesburg
23700,White,50,684.9873308178164,Galesburg
23700,Asian,50,724.125,Galesburg
23700,Black,-9,612.3175438596492,Galesburg
23700,Asian,25,713.7,Galesburg
23700,Asian,75,734.55,Galesburg
23700,Asian,-9,724.125,Galesburg
23700,Black,50,619.5408108108109,Galesburg
23700,White,25,652.4794520547945,Galesburg
23700,Pooled,-9,684.5216881594373,Galesburg
23700,Hispanic,-9,659.6423076923077,Galesburg
23700,Pooled,50,683.0346171538436,Galesburg
23700,Hispanic,75,692.5047619047619,Galesburg
23700,White,-9,687.1683706070288,Galesburg
23700,Pooled,25,650.5097051597052,Galesburg
23700,Black,75,643.76,Galesburg
23700,Hispanic,25,637.3806451612903,Galesburg
23700,Black,25,595.3216216216216,Galesburg
23700,Pooled,75,715.5595291479821,Galesburg
23801,AIAN,25,610.9,Davenport
23801,Pooled,50,684.6225832254609,Davenport
23801,Black,-9,600.5292151162791,Davenport
23801,Black,50,611.2237857835605,Davenport
23801,White,50,690.772154994661,Davenport
23801,AIAN,75,662.9,Davenport
23801,Asian,75,731.3114285714286,Davenport
23801,AIAN,-9,636.9,Davenport
23801,Hispanic,50,669.2221763826607,Davenport
23801,Hispanic,-9,665.18418230563,Davenport
23801,Pooled,75,718.7808427514999,Davenport
23801,Asian,-9,724.9955223880597,Davenport
23801,Black,75,633.7939226519337,Davenport
23801,Pooled,-9,693.0700052210233,Davenport
23801,AIAN,50,636.9,Davenport
23801,Asian,25,718.0875,Davenport
23801,White,-9,701.3585523655479,Davenport
23801,Black,25,588.6536489151874,Davenport
23801,Hispanic,25,648.5896860986547,Davenport
23801,Asian,50,724.6994642857143,Davenport
23801,White,75,722.4289393939393,Davenport
23801,Pooled,25,650.4643236994219,Davenport
23801,Hispanic,75,689.8546666666666,Davenport
23801,White,25,659.1153705953827,Davenport
23802,White,75,731.8470085470085,Clinton
23802,Black,25,588.4,Clinton
23802,Black,75,613.5,Clinton
23802,White,25,676.9909090909091,Clinton
23802,Hispanic,50,672.7710526315789,Clinton
23802,Pooled,50,701.7169950738917,Clinton
23802,AIAN,50,615,Clinton
23802,Hispanic,25,643.9,Clinton
23802,Asian,50,722.35,Clinton
23802,Asian,75,728.7,Clinton
23802,Black,-9,599.2766666666666,Clinton
23802,Hispanic,75,701.6421052631579,Clinton
23802,Asian,25,716,Clinton
23802,White,-9,710.0742268041237,Clinton
23802,Black,50,600.95,Clinton
23802,AIAN,-9,615,Clinton
23802,Hispanic,-9,672.771052631579,Clinton
23802,Pooled,25,673.9833333333333,Clinton
23802,Pooled,75,729.4506568144499,Clinton
23802,Pooled,-9,707.1005882352941,Clinton
23802,Asian,-9,722.35,Clinton
23802,White,50,704.4189588189588,Clinton
23802,AIAN,25,595.8,Clinton
23802,AIAN,75,634.2,Clinton
23900,Asian,-9,744.7020833333333,Peoria
23900,Black,50,604.875856873823,Peoria
23900,AIAN,-9,651.8166666666667,Peoria
23900,White,25,653.9606208425721,Peoria
23900,Pooled,75,716.841883873702,Peoria
23900,White,-9,697.522874251497,Peoria
23900,Hispanic,75,688.2101265822785,Peoria
23900,White,75,719.7223954802259,Peoria
23900,Black,-9,593.0828451882845,Peoria
23900,Hispanic,-9,665.5007490636705,Peoria
23900,AIAN,50,651.8166666666666,Peoria
23900,White,50,686.841508161399,Peoria
23900,Black,25,581.5822222222222,Peoria
23900,AIAN,75,684.4333333333333,Peoria
23900,Hispanic,50,667.7946255807014,Peoria
23900,AIAN,25,619.2,Peoria
23900,Asian,75,749.7835164835165,Peoria
23900,Pooled,25,644.9394718058529,Peoria
23900,Asian,25,735.9773584905661,Peoria
23900,Black,75,628.1694915254237,Peoria
23900,Pooled,50,680.8906778397775,Peoria
23900,Asian,50,742.8804374870413,Peoria
23900,Pooled,-9,690.0541483845234,Peoria
23900,Hispanic,25,647.3791245791246,Peoria
24000,AIAN,75,656.15,Kenosha
24000,Asian,75,723.6597826086957,Kenosha
24000,White,75,718.1557203389831,Kenosha
24000,White,25,662.5625,Kenosha
24000,Pooled,75,713.3355825242719,Kenosha
24000,Pooled,25,648.1508726003491,Kenosha
24000,AIAN,25,615.775,Kenosha
24000,Hispanic,25,636.3067484662577,Kenosha
24000,Black,25,582.3421686746988,Kenosha
24000,Pooled,-9,690.0349968808484,Kenosha
24000,Black,-9,591.9436823104693,Kenosha
24000,Asian,25,709.3517857142857,Kenosha
24000,Hispanic,-9,651.112972972973,Kenosha
24000,Black,75,620.6100719424461,Kenosha
24000,White,50,690.3591101694915,Kenosha
24000,Asian,50,716.5057841614907,Kenosha
24000,Hispanic,75,672.1908296943232,Kenosha
24000,White,-9,701.1507352941177,Kenosha
24000,Pooled,50,680.7432275623105,Kenosha
24000,AIAN,50,635.9625,Kenosha
24000,Hispanic,50,654.2487890802904,Kenosha
24000,Black,50,601.4761203085725,Kenosha
24000,AIAN,-9,635.9625,Kenosha
24000,Asian,-9,718.2459459459459,Kenosha
24100,AIAN,75,657.875,Milwaukee
24100,AIAN,25,607.0054054054054,Milwaukee
24100,Asian,75,725.529598308668,Milwaukee
24100,Black,25,580.1501402805611,Milwaukee
24100,Hispanic,25,638.4302409638555,Milwaukee
24100,Black,-9,588.3405978784957,Milwaukee
24100,White,25,680.4309495896835,Milwaukee
24100,Asian,25,700.6903073286052,Milwaukee
24100,Pooled,25,644.0891498952448,Milwaukee
24100,Asian,50,713.1099528186367,Milwaukee
24100,White,50,707.2463144073283,Milwaukee
24100,Hispanic,-9,658.9171695402299,Milwaukee
24100,Pooled,75,727.5159423582487,Milwaukee
24100,AIAN,-9,628.9184615384615,Milwaukee
24100,White,-9,721.4938186813187,Milwaukee
24100,Black,75,621.5146103896104,Milwaukee
24100,Hispanic,75,689.1736654804271,Milwaukee
24100,Pooled,-9,699.2943151067394,Milwaukee
24100,Hispanic,50,663.8019532221413,Milwaukee
24100,Pooled,50,685.8025461267467,Milwaukee
24100,White,75,734.0616792249731,Milwaukee
24100,Asian,-9,713.8030133928571,Milwaukee
24100,Black,50,600.8323753350858,Milwaukee
24100,AIAN,50,632.4402027027027,Milwaukee
24200,AIAN,50,639.3,Bourbonnais
24200,Pooled,25,637.6679176755448,Bourbonnais
24200,Black,25,581.5674641148325,Bourbonnais
24200,Asian,50,717.8277777777778,Bourbonnais
24200,White,75,716.6259668508287,Bourbonnais
24200,Asian,75,726.4777777777778,Bourbonnais
24200,AIAN,25,603.5,Bourbonnais
24200,Black,-9,590.1637404580152,Bourbonnais
24200,Hispanic,25,643.34375,Bourbonnais
24200,AIAN,-9,639.3,Bourbonnais
24200,White,-9,694.6311418685121,Bourbonnais
24200,White,25,657.7694444444444,Bourbonnais
24200,Asian,-9,717.8277777777778,Bourbonnais
24200,Pooled,75,710.3150548354935,Bourbonnais
24200,AIAN,75,675.1,Bourbonnais
24200,Asian,25,709.1777777777778,Bourbonnais
24200,Hispanic,-9,653.7447916666666,Bourbonnais
24200,Pooled,50,673.9914862555191,Bourbonnais
24200,Black,75,624.0622641509434,Bourbonnais
24200,White,50,687.1977056476366,Bourbonnais
24200,Hispanic,50,658.9453125,Bourbonnais
24200,Black,50,602.814864132888,Bourbonnais
24200,Pooled,-9,677.5066703116457,Bourbonnais
24200,Hispanic,75,674.546875,Bourbonnais
24300,Black,25,587.2946694862726,Chicago
24300,AIAN,25,618.253216374269,Chicago
24300,Black,75,623.4975291767428,Chicago
24300,White,-9,719.5836283546782,Chicago
24300,Asian,25,741.0324675324675,Chicago
24300,White,75,729.8004045135193,Chicago
24300,Pooled,-9,690.349286103003,Chicago
24300,Hispanic,25,659.3195365209739,Chicago
24300,White,25,686.0840139616056,Chicago
24300,White,50,707.9422092375625,Chicago
24300,Pooled,25,647.8664048007371,Chicago
24300,Hispanic,75,689.728529603123,Chicago
24300,Pooled,50,683.1144767725414,Chicago
24300,AIAN,-9,643.3058441558442,Chicago
24300,AIAN,50,646.414564391514,Chicago
24300,Hispanic,50,674.5240330620484,Chicago
24300,Pooled,75,718.3625487443456,Chicago
24300,Black,-9,596.6163815041419,Chicago
24300,Hispanic,-9,670.7366045801526,Chicago
24300,Black,50,605.3960993315077,Chicago
24300,Asian,50,745.3828835552633,Chicago
24300,AIAN,75,674.5759124087591,Chicago
24300,Asian,75,749.733299578059,Chicago
24300,Asian,-9,746.4340213746857,Chicago
24400,Hispanic,-9,658.7724650349651,Rockford
24400,Black,-9,594.0519400352733,Rockford
24400,White,75,717.5787018255578,Rockford
24400,Black,75,622.3706840390879,Rockford
24400,Pooled,25,649.6623446371029,Rockford
24400,White,25,660.4601063829788,Rockford
24400,White,50,689.0194041042682,Rockford
24400,Pooled,-9,689.2799953826619,Rockford
24400,AIAN,-9,633.7333333333333,Rockford
24400,Asian,75,726.9625899280576,Rockford
24400,Pooled,75,713.1664076232769,Rockford
24400,White,-9,698.647613235693,Rockford
24400,AIAN,50,633.7333333333333,Rockford
24400,Asian,-9,718.652380952381,Rockford
24400,AIAN,75,657.7,Rockford
24400,Asian,50,717.6963392118164,Rockford
24400,Black,25,583.5394195888755,Rockford
24400,Hispanic,75,679.3096033402923,Rockford
24400,AIAN,25,609.7666666666667,Rockford
24400,Hispanic,25,643.9795488721804,Rockford
24400,Asian,25,708.4300884955752,Rockford
24400,Black,50,602.9550518139818,Rockford
24400,Pooled,50,681.4143761301899,Rockford
24400,Hispanic,50,661.6445761062364,Rockford
24500,Asian,75,740.0444444444445,Rolla
24500,Pooled,50,674.5735259853136,Rolla
24500,White,50,679.6747116493657,Rolla
24500,Asian,-9,733.6722222222222,Rolla
24500,Black,25,603.8838383838383,Rolla
24500,AIAN,25,633.65,Rolla
24500,Hispanic,75,701.7149425287356,Rolla
24500,White,25,648.0333333333333,Rolla
24500,Asian,50,733.6722222222222,Rolla
24500,Black,75,650.6266666666667,Rolla
24500,Pooled,25,643.7645179691957,Rolla
24500,Asian,25,727.3,Rolla
24500,AIAN,75,668.3,Rolla
24500,Pooled,-9,671.091619047619,Rolla
24500,Black,50,627.2552525252524,Rolla
24500,Hispanic,50,675.1520658589624,Rolla
24500,White,-9,676.5426344505066,Rolla
24500,Black,-9,621.5226415094339,Rolla
24500,AIAN,-9,650.975,Rolla
24500,Hispanic,25,648.5891891891891,Rolla
24500,Pooled,75,705.3825340014316,Rolla
24500,AIAN,50,650.9749999999999,Rolla
24500,White,75,711.316089965398,Rolla
24500,Hispanic,-9,671.9323232323233,Rolla
24600,Asian,75,735.8,Farmington
24600,White,75,710.7985673352435,Farmington
24600,AIAN,75,668.8,Farmington
24600,Pooled,25,638.2893054024256,Farmington
24600,AIAN,25,646.3,Farmington
24600,Asian,25,721.3,Farmington
24600,AIAN,50,657.55,Farmington
24600,Black,50,630.6333333333333,Farmington
24600,Hispanic,50,642.3333333333333,Farmington
24600,White,25,638.8982618771727,Farmington
24600,Hispanic,-9,642.3333333333334,Farmington
24600,Black,75,664.3,Farmington
24600,Pooled,-9,669.8378411158278,Farmington
24600,Asian,-9,728.55,Farmington
24600,Hispanic,75,662.7833333333333,Farmington
24600,AIAN,-9,657.55,Farmington
24600,Black,-9,630.6333333333333,Farmington
24600,White,-9,671.0484304932735,Farmington
24600,Asian,50,728.55,Farmington
24600,White,50,674.8484146062081,Farmington
24600,Pooled,50,673.3455960974393,Farmington
24600,Pooled,75,708.4018867924528,Farmington
24600,Hispanic,25,621.8833333333333,Farmington
24600,Black,25,596.9666666666667,Farmington
24701,Hispanic,75,692.1307506053269,St. Louis
24701,Hispanic,50,667.1964478578684,St. Louis
24701,AIAN,25,612.8207792207792,St. Louis
24701,Hispanic,25,642.2621451104101,St. Louis
24701,AIAN,-9,639.3448051948052,St. Louis
24701,Black,75,621.9524609843937,St. Louis
24701,Hispanic,-9,670.4754794520547,St. Louis
24701,Asian,50,736.3469047005084,St. Louis
24701,Asian,75,744.2841155234657,St. Louis
24701,Asian,25,728.409693877551,St. Louis
24701,White,75,721.5413670382583,St. Louis
24701,Black,50,602.0842155148371,St. Louis
24701,Asian,-9,737.7061310782241,St. Louis
24701,AIAN,75,665.8688311688312,St. Louis
24701,Pooled,-9,679.8563076709283,St. Louis
24701,White,50,691.1231881006807,St. Louis
24701,Pooled,75,713.4533102341697,St. Louis
24701,Pooled,25,629.9626066236143,St. Louis
24701,AIAN,50,639.3448051948052,St. Louis
24701,White,25,660.7050091631032,St. Louis
24701,Black,-9,591.1523893088553,St. Louis
24701,Black,25,582.2159700452804,St. Louis
24701,White,-9,703.2962553129122,St. Louis
24701,Pooled,50,671.707958428892,St. Louis
24702,Pooled,75,715.8695842450766,Mexico
24702,Asian,25,713.7,Mexico
24702,Pooled,50,684.5392131751698,Mexico
24702,Pooled,-9,683.9341201716738,Mexico
24702,Asian,50,725.05,Mexico
24702,Hispanic,50,671.525,Mexico
24702,Black,50,597.2156286721504,Mexico
24702,Hispanic,75,713,Mexico
24702,White,-9,690.1354368932039,Mexico
24702,Asian,75,736.4,Mexico
24702,Pooled,25,653.2088421052632,Mexico
24702,Hispanic,-9,671.525,Mexico
24702,Hispanic,25,630.05,Mexico
24702,Black,-9,594.4233333333333,Mexico
24702,Black,75,609.1826086956522,Mexico
24702,White,25,659.008695652174,Mexico
24702,Black,25,585.2486486486487,Mexico
24702,Asian,-9,725.05,Mexico
24702,White,50,690.2872746553553,Mexico
24702,White,75,721.5658536585366,Mexico
24801,Black,25,578.6,Jacksonville
24801,Asian,25,717.25,Jacksonville
24801,Asian,75,732.75,Jacksonville
24801,Black,75,634.4,Jacksonville
24801,Black,50,606.5,Jacksonville
24801,White,50,686.676765035799,Jacksonville
24801,White,-9,687.8479591836734,Jacksonville
24801,White,25,652.9188160676533,Jacksonville
24801,Pooled,25,651.4953603158934,Jacksonville
24801,Black,-9,596.0375,Jacksonville
24801,Pooled,-9,685.9820809248555,Jacksonville
24801,Asian,50,725,Jacksonville
24801,Asian,-9,725,Jacksonville
24801,Pooled,75,718.8466603951082,Jacksonville
24801,Hispanic,-9,669.6388888888889,Jacksonville
24801,Hispanic,25,651.8777777777777,Jacksonville
24801,Hispanic,50,669.6388888888889,Jacksonville
24801,Hispanic,75,687.4,Jacksonville
24801,White,75,720.4347140039448,Jacksonville
24801,Pooled,50,685.1710103555008,Jacksonville
24802,White,-9,694.9396195473926,Springfield
24802,Asian,25,732.225,Springfield
24802,AIAN,50,642.95,Springfield
24802,Hispanic,50,667.0295798319328,Springfield
24802,Asian,75,749.5310344827586,Springfield
24802,Hispanic,25,645.0705882352942,Springfield
24802,White,50,685.2891766333432,Springfield
24802,White,75,719.5431934493347,Springfield
24802,AIAN,25,614.2,Springfield
24802,AIAN,75,671.7,Springfield
24802,Black,75,633.9422535211268,Springfield
24802,Black,25,584.4403508771929,Springfield
24802,Pooled,50,678.575092234342,Springfield
24802,Asian,-9,743.3777777777777,Springfield
24802,Hispanic,-9,667.3478260869565,Springfield
24802,Pooled,75,716.452508361204,Springfield
24802,Black,-9,596.194983277592,Springfield
24802,Asian,50,740.8780172413793,Springfield
24802,Hispanic,75,688.9885714285714,Springfield
24802,AIAN,-9,642.95,Springfield
24802,White,25,651.0351598173517,Springfield
24802,Pooled,25,640.69767610748,Springfield
24802,Black,50,609.1913021991598,Springfield
24802,Pooled,-9,686.3907204610952,Springfield
24900,Black,75,635.6482352941176,Edwardsville
24900,Pooled,50,678.1208733157035,Edwardsville
24900,Asian,25,719.025,Edwardsville
