par_cz,kid_race,par_pctile,shrunk_xkid_delinq90_02020,cz_name
26802,Hispanic,75,-.1882,Lisbon
26802,White,75,.165305376344086,Lisbon
26802,Hispanic,-9,.1281,Lisbon
26802,Pooled,75,.1507278350515464,Lisbon
26802,Pooled,25,.2875756410256411,Lisbon
26802,White,50,.2222020124963674,Lisbon
26802,Pooled,-9,.2117228571428572,Lisbon
26802,White,-9,.2157287425149701,Lisbon
26802,Hispanic,25,.4444,Lisbon
26802,Pooled,50,.2191517380385938,Lisbon
26802,White,25,.2790986486486487,Lisbon
26802,Hispanic,50,.1281,Lisbon
26803,Pooled,50,.2485687456777317,Jamestown
26803,White,75,.1670742647058823,Jamestown
26803,Asian,50,.26475,Jamestown
26803,Hispanic,50,.3352000000000001,Jamestown
26803,AIAN,75,.7004,Jamestown
26803,AIAN,-9,.66135,Jamestown
26803,Pooled,25,.3177020746887967,Jamestown
26803,Asian,-9,.26475,Jamestown
26803,Hispanic,75,.31235,Jamestown
26803,Pooled,75,.1794354166666667,Jamestown
26803,White,50,.2391535767973856,Jamestown
26803,AIAN,25,.6223,Jamestown
26803,Asian,25,.2963,Jamestown
26803,Asian,75,.2332,Jamestown
26803,Pooled,-9,.2424264650283554,Jamestown
26803,Hispanic,-9,.3352000000000001,Jamestown
26803,White,-9,.2323372233400402,Jamestown
26803,White,25,.3112328888888889,Jamestown
26803,AIAN,50,.66135,Jamestown
26803,Hispanic,25,.35805,Jamestown
26804,White,25,.204,Cooperstown
26804,White,75,.1709,Cooperstown
26804,Pooled,25,.204,Cooperstown
26804,White,-9,.1921785714285714,Cooperstown
26804,Pooled,-9,.1921785714285714,Cooperstown
26804,Pooled,75,.1709,Cooperstown
26804,Pooled,50,.18745,Cooperstown
26804,White,50,.18745,Cooperstown
26901,Asian,50,.27275,Fergus Falls
26901,Asian,75,.2548666666666667,Fergus Falls
26901,Hispanic,75,.3969461538461538,Fergus Falls
26901,AIAN,25,.64395,Fergus Falls
26901,White,50,.2314591567473213,Fergus Falls
26901,Asian,25,.2906333333333333,Fergus Falls
26901,Pooled,75,.182571186440678,Fergus Falls
26901,White,-9,.2273497620666213,Fergus Falls
26901,Black,50,.516,Fergus Falls
26901,AIAN,-9,.591225,Fergus Falls
26901,Pooled,50,.2415388899236356,Fergus Falls
26901,Pooled,-9,.2378202059202059,Fergus Falls
26901,Asian,-9,.27275,Fergus Falls
26901,Black,-9,.516,Fergus Falls
26901,Black,75,.5642,Fergus Falls
26901,Black,25,.4678,Fergus Falls
26901,Pooled,25,.3005065934065934,Fergus Falls
26901,AIAN,75,.5385,Fergus Falls
26901,Hispanic,50,.4027302197802198,Fergus Falls
26901,White,75,.1703993630573248,Fergus Falls
26901,Hispanic,25,.4085142857142858,Fergus Falls
26901,White,25,.2925189504373177,Fergus Falls
26901,Hispanic,-9,.4029444444444444,Fergus Falls
