par_cz,kid_race,par_pctile,shrunk_income_resid_2020,cz_name
22100,Hispanic,75,-.0203610796460177,Iowa City
22100,Asian,75,-.1384322222222222,Iowa City
22100,AIAN,25,.03222,Iowa City
22100,Hispanic,-9,.0633859183673469,Iowa City
22100,White,25,-.0277592987377279,Iowa City
22100,White,75,-.113625003219575,Iowa City
22100,Black,25,.1781903225806452,Iowa City
22100,Asian,-9,-.1420956363636364,Iowa City
22100,AIAN,-9,-.08209,Iowa City
22100,Black,75,.1061748,Iowa City
22100,White,-9,-.0866072418358341,Iowa City
22100,Pooled,25,-.0075838705539359,Iowa City
22100,Black,-9,.1460405357142857,Iowa City
22100,Pooled,75,-.1079276327261869,Iowa City
22100,White,50,-.0706921509786515,Iowa City
22100,Pooled,50,-.0577557516400614,Iowa City
22100,Hispanic,50,.0476544380775436,Iowa City
22100,Black,50,.1421825612903226,Iowa City
22200,Asian,75,-.1831,Cedar Rapids
22200,White,50,-.0573393614303959,Cedar Rapids
22200,Hispanic,50,.0230755153991201,Cedar Rapids
22200,Hispanic,-9,.020694375,Cedar Rapids
22200,White,25,-.0150422413793103,Cedar Rapids
22200,White,75,-.0996364814814815,Cedar Rapids
22200,Asian,50,-.1686,Cedar Rapids
22200,Hispanic,75,-.008673023255814,Cedar Rapids
22200,Asian,25,-.1541,Cedar Rapids
22200,Pooled,-9,-.0671313669064748,Cedar Rapids
22200,AIAN,25,.09706,Cedar Rapids
22200,Asian,-9,-.1748142857142857,Cedar Rapids
22200,Hispanic,25,.0548240540540541,Cedar Rapids
22200,AIAN,50,.009945,Cedar Rapids
22200,Pooled,25,-.0057179648473636,Cedar Rapids
22200,AIAN,-9,.009945,Cedar Rapids
22200,White,-9,-.0731234742530197,Cedar Rapids
22200,Pooled,75,-.0965716718403548,Cedar Rapids
22200,Pooled,50,-.0511448183438592,Cedar Rapids
22200,Black,50,.14715,Cedar Rapids
22200,AIAN,75,-.07717,Cedar Rapids
22200,Black,-9,.1564119402985075,Cedar Rapids
22200,Black,75,.1176,Cedar Rapids
22200,Black,25,.1767,Cedar Rapids
22300,Pooled,50,-.0403145367747666,Ottumwa
22300,Black,75,.15375,Ottumwa
22300,White,50,-.0431732394357815,Ottumwa
22300,Hispanic,25,.0815856140350877,Ottumwa
22300,Black,25,.1865,Ottumwa
22300,Hispanic,50,.018922963880289,Ottumwa
22300,Asian,25,-.111445,Ottumwa
22300,White,-9,-.0460347160068847,Ottumwa
22300,Hispanic,-9,.0224042222222222,Ottumwa
22300,Pooled,-9,-.0429191223848239,Ottumwa
22300,Hispanic,75,-.0437396862745098,Ottumwa
22300,Asian,75,-.068498675,Ottumwa
22300,Black,-9,.170125,Ottumwa
22300,White,75,-.0858019032258065,Ottumwa
22300,Black,50,.170125,Ottumwa
22300,White,25,-.0005445756457565,Ottumwa
22300,Asian,-9,-.0899718375,Ottumwa
22300,Pooled,75,-.0824676986217458,Ottumwa
22300,Asian,50,-.0899718375,Ottumwa
22300,Pooled,25,.0018386250722126,Ottumwa
22400,White,-9,-.131925387755102,Sheboygan
22400,AIAN,25,.16715,Sheboygan
22400,White,50,-.1170194285714286,Sheboygan
22400,Asian,-9,-.084719587628866,Sheboygan
22400,Hispanic,25,.1054697674418605,Sheboygan
22400,Pooled,-9,-.1224739412207988,Sheboygan
22400,Black,50,.08685,Sheboygan
22400,Hispanic,-9,.0470645333333333,Sheboygan
22400,Black,-9,.08685,Sheboygan
22400,Asian,25,-.0989058823529412,Sheboygan
22400,Black,25,.111805,Sheboygan
22400,Pooled,25,-.0689439012345679,Sheboygan
22400,Black,75,.061895,Sheboygan
22400,Pooled,50,-.1074657900966766,Sheboygan
22400,Asian,75,-.0689913043478261,Sheboygan
22400,Asian,50,-.0839485933503836,Sheboygan
22400,AIAN,-9,.0918575,Sheboygan
22400,Pooled,75,-.1459876789587853,Sheboygan
22400,Hispanic,50,.0370261337209302,Sheboygan
22400,White,75,-.1518,Sheboygan
22400,White,25,-.0822388571428571,Sheboygan
22400,Hispanic,75,-.0314175,Sheboygan
22400,AIAN,75,.016565,Sheboygan
22400,AIAN,50,.0918575,Sheboygan
22500,Hispanic,50,.0164546378621379,Oshkosh
22500,AIAN,25,.0386604102564103,Oshkosh
22500,AIAN,75,-.0196269696969697,Oshkosh
22500,Pooled,-9,-.1106970178501116,Oshkosh
22500,Asian,25,-.0946905521472393,Oshkosh
